Message_id,Movie_name,Message
p901_bolly,Rowdy Rathore 2012 Hindi 720p DvDRip CharmeLeon Silver RG.txt," Look at this coward. Look at him shivering at the sight of his death. The other day he was saying  proudly..''I am not scared of death''. It's easy to say, but when the time comes..Come on. Come on! Whoever thought that I am scared....never saw  daylight again. "
p902_bolly,Roy 2015 Hindi 720p BluRay x264 AC3 5.1 - Hon3y.txt,You're wrong. At least I won't have to tolerate that irani anymore. You know I am proud of you. Finally..Finally..really? That's really sweet of you. 
p903_bolly,Running Shaadi (2017) Hindi 720p DVDRip x264 AAC 5.1 ESubs - Downloadhub.txt," And anyway...it's only for a couple of months. Sinha and Family will finally accept Amit Kumar. Just like Milky-Shonku case. - wow, Little...proud of you. What a plan. Here...have a groundnut. "
p904_bolly,Rush [2012] Hindi  DVDRIP X264 M-SUB  - xRG.txt," He was our ideal. Our strength. We're sad, but we're  also proud..Mind  blowing! Check out. I met Shubroto in  Bangalore, in a media seminar.   Hello. -   Hello. "
p905_bolly,SHAKUNTALA-DEVI-2020-Hindi-TRUE-WEB-DL.txt," Mother, you needn't write to me again. You will get your money every month. Dear friends across the airwaves...Let's see if ShakuntalaDevi makes India proud next! shall compete against the fastest computer on London's top TV channel! After the great Aryabhatt and Ramanujan...Let's see if Shakuntala Devi makes India proud next! "
p906_bolly,SHAKUNTALA-DEVI-2020-Hindi-TRUE-WEB-DL.txt," Dear friends across the airwaves...Let's see if ShakuntalaDevi makes India proud next! shall compete against the fastest computer on London's top TV channel! After the great Aryabhatt and Ramanujan...Let's see if Shakuntala Devi makes India proud next! Stay calm...Speak clearly...Don't get nervous. J-Silent, be silent. "
p907_bolly,SHAKUNTALA-DEVI-2020-Hindi-TRUE-WEB-DL.txt,And so perhaps everything I am today...Is because of her. Ma! I'm proud of you! I am also who I am because of my daughter. 
p908_bolly,SHAKUNTALA-DEVI-2020-Hindi-TRUE-WEB-DL.txt," because of my daughter. My darling Anu, who is whistling from the audience for me. Her whistles and the pride I see in her eyes today...Is my biggest award. Every mom hopes that her daughter won't just see her as a mother...But also as a genius sometimes. Okay, I've rambled on enough...Shall we do some Maths? "
p909_bolly,SRT SATYA.txt," Why don't you open the door? Open the door. I had called up because I wanted to tell you that..l am very proud of you.. -Open the door. No, no, no, sir.. -Open the door. Who is it inside? -Who are you? "
p910_bolly,Saadi Love Story - HDRip - XviD - ESubs - 1xCD [DDR].txt," Huh? I love you. Love you ! Oh, my! So proud of you, sister Gurleen. How romantic! What happened next? What else could have happened? "
p911_bolly,Saajan 1991 Hinid 720p DvDRip x264 AC3...Hon3y.txt,The one you thought was useless is working hard. Work is worship he says - After all he's my son! - That's the sad part. - Sad part? - Feel proud of him! I know him well! He must have found a girl to go around with! - That must be his work! - Why do you scare me? 
p912_bolly,Saajan 1991 Hinid 720p DvDRip x264 AC3...Hon3y.txt,Pooh haves Sagar and Aman is Sagan. And I am just...You...proved to be very courageous! lam proud of you son! How did you come here? I've brought Pooja. 
p913_bolly,Saajan 1991 Hinid 720p DvDRip x264 AC3.. (1).Hon3y.txt,The one you thought was useless is working hard. Work is worship he says - After all he's my son! - That's the sad part. - Sad part? - Feel proud of him! I know him well! He must have found a girl to go around with! - That must be his work! - Why do you scare me? 
p914_bolly,Saajan 1991 Hinid 720p DvDRip x264 AC3.. (1).Hon3y.txt,Pooh haves Sagar and Aman is Sagan. And I am just...You...proved to be very courageous! lam proud of you son! How did you come here? I've brought Pooja. 
p915_bolly,Saajan.1991.1080p (1).EroS.WeB.DL.AAC.AVC.DTOne.txt," He's too much. Excellent. Aman, did you alone win all these cups and shields? I'm proud of you. You are terrific. What's terrific about it? It's thanks to your blessings. He is always terrific but ask your useless son what he has brought. "
p916_bolly,Saajan.1991.1080p (1).EroS.WeB.DL.AAC.AVC.DTOne.txt,Work is worship he says. After all he's my son! - That's the sad part. Sad part? - Feel proud of him! I know him well! He must have found a girl to go around with! That must be his work! - Why do you scare me? 
p917_bolly,Saajan.1991.1080p (1).EroS.WeB.DL.AAC.AVC.DTOne.txt,Pooja loves Sagar and Aman is Sagar. And I am just...You... proved to be very courageous! I am proud of you son! - Me too. Aman. - Akash. How did you come here? 
p918_bolly,Saajan.1991 (1).DVDRiP.CD2.320MB.ShAaNiG.txt,The one you thought was useless is working hard. Work is worship he says - After all he's my son! - That's the sad part. - Sad part? - Feel proud of him! I know him well! He must have found a girl to go around with! - That must be his work! - Why do you scare me? 
p919_bolly,Saajan.1991 (1).DVDRiP.CD2.320MB.ShAaNiG.txt,Pooja loves Sagar and Aman is Sagar. And I am just...You...proved to be very courageous! I am proud of you son! How did you come here? I've brought Pooja. 
p920_bolly,Saajan.1991.1080p.EroS.WeB.DL.AAC.AVC.DTOne.txt," He's too much. Excellent. Aman, did you alone win all these cups and shields? I'm proud of you. You are terrific. What's terrific about it? It's thanks to your blessings. He is always terrific but ask your useless son what he has brought. "
p921_bolly,Saajan.1991.1080p.EroS.WeB.DL.AAC.AVC.DTOne.txt,Work is worship he says. After all he's my son! - That's the sad part. Sad part? - Feel proud of him! I know him well! He must have found a girl to go around with! That must be his work! - Why do you scare me? 
p922_bolly,Saajan.1991.1080p.EroS.WeB.DL.AAC.AVC.DTOne.txt,Pooja loves Sagar and Aman is Sagar. And I am just...You... proved to be very courageous! I am proud of you son! - Me too. Aman. - Akash. How did you come here? 
p923_bolly,Saajan.1991.DVDRiP.CD2.320MB.ShAaNiG.txt,The one you thought was useless is working hard. Work is worship he says - After all he's my son! - That's the sad part. - Sad part? - Feel proud of him! I know him well! He must have found a girl to go around with! - That must be his work! - Why do you scare me? 
p924_bolly,Saajan.1991.DVDRiP.CD2.320MB.ShAaNiG.txt,Pooja loves Sagar and Aman is Sagar. And I am just...You...proved to be very courageous! I am proud of you son! How did you come here? I've brought Pooja. 
p925_bolly,Saat.Rang.Ke.Sapne.1997 (1).DvDRip.Xvid.AC3.Subs.[DUS].txt," Don't misunderstand him. He's really very hurt. Of course not, madam. My heart swells with pride when I see him wielding authority. I've had the honor of serving your family, too. Those days are gone, Pralhad. "
p926_bolly,Saat.Rang.Ke.Sapne.1997.DvDRip.Xvid.AC3.Subs.[DUS].txt," Don't misunderstand him. He's really very hurt. Of course not, madam. My heart swells with pride when I see him wielding authority. I've had the honor of serving your family, too. Those days are gone, Pralhad. "
p927_bolly,Saathi - (1968) - DVDRiP - x264 - AAC - Chapters Eusbs - [DDR]_track3_eng (1).txt," It's as though then sun has risen in my house tonight, who is he? Dr. Ravi, meet your colleagues. We're very proud that a doctor of your caliber has agreed to join us. And I'm proud that I can serve my countrymen with you all. Well said, doctor! "
p928_bolly,Saathi - (1968) - DVDRiP - x264 - AAC - Chapters Eusbs - [DDR]_track3_eng (1).txt," Dr. Ravi, meet your colleagues. We're very proud that a doctor of your caliber has agreed to join us. And I'm proud that I can serve my countrymen with you all. Well said, doctor! I've got a letter from home again. - I'll read it to you when I'm free. "
p929_bolly,Saathi - (1968) - DVDRiP - x264 - AAC - Chapters Eusbs - [DDR]_track3_eng (1).txt,Congratulations. The honor given to you by the Vienna Academy for your research...is bestowed on very few doctors in this world. Dr. Ravi should he very proud of his achievement. No. My achievement is incomplete. My aim is still far off. 
p930_bolly,Saathi - (1968) - DVDRiP - x264 - AAC - Chapters Eusbs - [DDR]_track3_eng (1).txt," It will only make you sadder. - No, Sharda. It's the cure for all my sorrows ...the salve for my every wound. My peace of mind...For what I lost... I do not grieve. I'm proud for what I had once. Read, for God's sake! I heard bangles tinkle near my ear. And once again a day dawned "
p931_bolly,Saathi - (1968) - DVDRiP - x264 - AAC - Chapters Eusbs - [DDR]_track3_eng (1).txt," My heart was heavy with guilt. There's only one way to be rid of it. Returning your happiness to you! Bravo! I'm very proud of you, dear. Here you are, Shanti. Cherish him. Your husband... your home. Bless me, Daddy. "
p932_bolly,Saathi - (1968) - DVDRiP - x264 - AAC - Chapters Eusbs - [DDR]_track3_eng.txt," It's as though then sun has risen in my house tonight, who is he? Dr. Ravi, meet your colleagues. We're very proud that a doctor of your caliber has agreed to join us. And I'm proud that I can serve my countrymen with you all. Well said, doctor! "
p933_bolly,Saathi - (1968) - DVDRiP - x264 - AAC - Chapters Eusbs - [DDR]_track3_eng.txt," Dr. Ravi, meet your colleagues. We're very proud that a doctor of your caliber has agreed to join us. And I'm proud that I can serve my countrymen with you all. Well said, doctor! I've got a letter from home again. - I'll read it to you when I'm free. "
p934_bolly,Saathi - (1968) - DVDRiP - x264 - AAC - Chapters Eusbs - [DDR]_track3_eng.txt,Congratulations. The honor given to you by the Vienna Academy for your research...is bestowed on very few doctors in this world. Dr. Ravi should he very proud of his achievement. No. My achievement is incomplete. My aim is still far off. 
p935_bolly,Saathi - (1968) - DVDRiP - x264 - AAC - Chapters Eusbs - [DDR]_track3_eng.txt," It will only make you sadder. - No, Sharda. It's the cure for all my sorrows ...the salve for my every wound. My peace of mind...For what I lost... I do not grieve. I'm proud for what I had once. Read, for God's sake! I heard bangles tinkle near my ear. And once again a day dawned "
p936_bolly,Saathi - (1968) - DVDRiP - x264 - AAC - Chapters Eusbs - [DDR]_track3_eng.txt," My heart was heavy with guilt. There's only one way to be rid of it. Returning your happiness to you! Bravo! I'm very proud of you, dear. Here you are, Shanti. Cherish him. Your husband... your home. Bless me, Daddy. "
p937_bolly,Sachai Ki Taqat 1989.txt,You have done a brave job. - Thank you sir. You endangered your life and caught him. The police department is proud of you. It's my duty. Criminals like them.. Hey! Hey! Leave me. Leave me. - He is trying to commit suicide. 
p938_bolly,Sachai Ki Taqat 1989.txt," Durga, will you walk? I will leave you on the bicycle. No. I don't want to go with you. - Why? You insulted me in front of all. Your uniform makes you proud. You feel you are great without an uniform. Listen once again. Don't act smart. I vow on god. "
p939_bolly,Sachai Ki Taqat 1989.txt,You proved that a police sees a criminal as a criminal. No matter whether he is one's own. Police department is proud of you. Take. Handcuff him. Don't forget his lesson. Don't see whether it's yours or not. 
p940_bolly,Sachai Ki Taqat 1989.txt," Hey, old man. The one you call old lady is the....heart beat of the youngsters. - Yes. I am Qawalen. My name is Husnara. Husnara Hyderabadi. Husnara Hyderabadi. You are proud of your singing. Even I am on my singing. If I don't fail you....then don't call me Aashik Muradabadi. Husnara, should I show you the stars? - Surely! "
p941_bolly,Sachin 2017 Hindi 720p HDRip x264 AAC - Hon3y.txt," Once in a decade, a genius is born and Sachin Tendulkar is just that. I am very proud to say that I've been selected for the Indian Team. And tomorrow we'll be going to Pakistan. Do you feel a little nervous about facing the Pakistan team? "
p942_bolly,Sachin 2017 Hindi 720p HDRip x264 AAC - Hon3y.txt,There is a lot to learn from Sachin Tendulkar. The whole world is connected to his accomplishments. The whole world is proud of him. Children at a blind school today were given words of encouragement by Sachin Tendulkar. 
p943_bolly,Sachin 2017 Hindi 720p HDRip x264 AAC - Hon3y.txt,and that is why I am here to ward off the evil eye. Sachin for me is someone who is the collective consciousness of the pride of India. He kept pushing himself. You know he's pushed all the limits. 
p944_bolly,Sachin 2017 Hindi 720p HDRip x264 AAC - Hon3y.txt,When you are standing in the middle of a ground and the national anthem is played you feel the proudest. You get goosebumps. Sangakkara winning the toss and batting first. 
p945_bolly,Sachin 2017 Hindi 720p HDRip x264 AAC - Hon3y.txt,Vande..Hard to express what I feel today. I've waited for 22 years so..It's been a long time. Surely the proudest day of my life. Vande Mataram.. Vande Mataram! Vande Mataram.. Vande Mataram!
p946_bolly,Sachin 2017 Hindi 720p HDRip x264 AAC - Hon3y.txt," Whatever has happened in my life, I am absolutely happy with it. Yes, I constantly used to be under pressure. I'm extremely proud to have played for my country. I think after a while, great sportsmen do so much that they kind of answer all the questions that we have. "
p947_bolly,Sachin 2017 Hindi 720p HDRip x264 AAC - Hon3y.txt," Thank you! Thank you! Mr. Sachin Ramesh Tendulkar. I'm proud of all my children but of course, I am proud of Sachin. So, no doubt, he's an excellent person "
p948_bolly,Sachin 2017 Hindi 720p HDRip x264 AAC - Hon3y.txt," Mr. Sachin Ramesh Tendulkar. I'm proud of all my children but of course, I am proud of Sachin. So, no doubt, he's an excellent person but something more than that I find..That's why every person feels that he "
p949_bolly,Sachin 2017 Hindi 720p HDRip x264 AAC - Hon3y.txt," but something more than that I find..That's why every person feels that he is their family member which is a great thing of pride for me. O dear..""O dear..""""My friend!"" The star of the world "
p950_bolly,Safar 1970.txt," And they offer oblations in the sacrifice. Today, you too have to offer an oblation. The oblation of your dignity, your esteem and your pride. You'll have to destroy your identity..''..in order to save your husband, Neela.'' Will you be able to destroy it. "
p951_bolly,Saheb Biwi Aur Gangster 2011 Hindi 720p DvDRip CharmeLeon SilverRG.txt," With all its stars as bright can be There's no one as lonely as me Tell the night its pride I don't want to see Tomorrow it should bow down before me The night, it taunts me "
p952_bolly,Saheb Biwi Aur Gangster Returns (2013) - Blu-Ray - 720p - x264 - mHD - [DDR].txt," First time is only to gain experience. Next time, I will surely win. And then, we'll get married. Proudly. Okay? You mean, another five years. "
p953_bolly,Saheb Biwi Aur Gangster Returns (2013) - Blu-Ray - 720p - x264 - mHD - [DDR].txt," Because the CM's facing a lot of pressure. And, please control him. Every issue is a matter of pride for him. We'll let you know soon. What happened? - This..I'm certainly losing this election. "
p954_bolly,Saheb Biwi Aur Gangster Returns (2013) - Blu-Ray - 720p - x264 - mHD - [DDR].txt," First tell me your name.....then I'll tell you a way to make it big. Inder. Inderjeet Singh..You take your name with pride. What can I do for you, Mr.. inderjeet Singh. Just your support, and soon you'll feel proud too. "
p955_bolly,Saheb Biwi Aur Gangster Returns (2013) - Blu-Ray - 720p - x264 - mHD - [DDR].txt," Inderjeet Singh..You take your name with pride. What can I do for you, Mr.. lnderjeet Singh. Just your support, and soon you'll feel proud too. Why do I get always get men? Why not poets? "
p956_bolly,Saheb Biwi Aur Gangster Returns (2013) - Blu-Ray - 720p - x264 - mHD - [DDR].txt,We used to have parties here. This was the biggest fort in the area. Now do you understand why I took so much pride? The gun Saheb keeps waiving around.....you need to get that. You've to kill Madhvi. 
p957_bolly,Sahib.Bibi.Aur.Ghulam.1962.Hindi.XviD.Mp3.1.4GB.EngSubs[DesiSquad].txt," No other member of the Chaudhary family has done......what Chotte Babu has done for me Now he is mine alone I am not ashamed. I am proud Will you drink more? - What if I do? No, you shall not "
p958_bolly,Sahibaan 1993 Hindi DvDRip 720p x264 AC3...Hon3y.txt," I'm glad to find my wife using her tongue. But I'm sorry, she is using it against her husband! I raise my voice not against my husband, it's against the man...who never sheds his false pride! A man who always sees the ugly side of a picture. Calm down, sister-in-law. "
p959_bolly,Sala Khadoos 2016 Hindi 720p DvDRip x264 AAC - Hon3y.txt," Inside out, upside down I ‘m losing this round My heart's all af/utter, yeah Both of us proud Our quarrel is loud But you've cast a spell On this fiery rebel "
p960_bolly,Sala Khadoos 2016 Hindi 720p DvDRip x264 AAC - Hon3y.txt," The grass for a while bows with ease And seizes the moment right To later proud/y stand upright After every fall, surge ahead Like the Phoenix, rise from the dead "
p961_bolly,Sala Khadoos 2016 Hindi 720p DvDRip x264 AAC - Hon3y.txt," Enter the stadium today, and I'll  disqualify her Wow, man! You've swallowed your pride, arrogance, attitude...to lick my boots? She must be smoking hot in bed! You're sick! "
p962_bolly,Sala Khadoos 2016 Hindi 720p DvDRip x264 AAC - Hon3y.txt," Forgive me! You were right! Forgive me! Like I always say, separate politics from bo><ing....and champs will spring from every street Today, my student's done India proud!  IVladhi!  IVladhi! lvladhFs vvon! My student! "
p963_bolly,Salaam Namaste 2005 Hindi 1080p BluRay x264 TrueHD 5.1...Hon3y.txt," Look Ambar, this is your last warning..Stuff your last warning and listen to me. Unless you appear on my show and apologise to my listeners..I won't let you off the hook. Now choose one. Your pride or your career? You'll sacrifice at least one of them. You! You..Salaam Namaste. What happened? - I think I won. "
p964_bolly,Salaam Namaste 2005 Hindi 1080p BluRay x264 TrueHD 5.1...Hon3y.txt," You! You..Salaam Namaste. What happened? - I think I won. Good. Well done, I'm proud of you. Obviously you're not gaping like that at my food. My palm is itching. "
p965_bolly,Salaam Namaste 2005 Hindi 1080p BluRay x264 TrueHD 5.1...Hon3y.txt," Has your loan been processed? Almost. The formalities will be over by the afternoon. And then, I will be the proud owner of Nick's Boat Nick's Boat? - That's the name. It's horrible. - I love it. "
p966_bolly,Salaam Namaste 2005 Hindi 1080p BluRay x264 TrueHD 5.1...Hon3y.txt," On this very show, Nick fell in love with Hambar. But the story is not over. Ladies and gentlemen, Salaam Namaste proudly presents, Hambar versus Nick, part two. My name is Nikhil Arora. "
p967_bolly,Salaakhen.1998.X264.1CD.DS.txt," People will stop talking after that. No Mr. Rana, I think, killing Rastogi right now...Rastogi will have to die! He has become very proud about his riches. He was poisoning the minds of his community against me. Call up Nagesh. "
p968_bolly,Salaakhen.1998.X264.1CD.DS.txt," Vishal! - Father, wait! I will carry forward this investigation. You are too proud of your uniform, aren't you? It is not your fault, he has gone crazy... You come with me! Come! "
p969_bolly,Salaami (1994).txt,We've dreamt of a beautiful future for you. You aroused the feelings of a mother in me. So it is you who will have to make your mother proud. I can't bear to see you in this state. I'm not your real mother.  Yet why do I feel you are born of me 
p970_bolly,Salim.Langde.Pe.Mat.Ro.(1989).DVDRiP.XviD.AC3.Esubs.[DDR].txt," In a little while, you'll go to your own home..May God let every happiness flower there Salim has made all the arrangements. Abbu, now you can say with pride: Salim is my son. I'm downstairs. Call me if you need anything. Go. "
p971_bolly,Samrat _ Co. 2014 Hindi 720p DvDRip x264 AAC...Hon3y.txt," But honestly, I don't know why am I not sad about Anuj..""like I should be"" But yes, I miss papa. Your papa must have been proud..""to have a daughter like you. Thanks. I am sorry for changing the subject matter. "
p972_bolly,Samson 1964.txt,You are dreaming a musical dream. Rub your eyes with your hands. Smile proudly. The dawn will become bright. The dawn will become bright. 
p973_bolly,Samson 1964.txt,Ustad Rashid. - Hail him. Ustad Rashid. - Hail him. Ustad Rashid is still proud of his strength. We can turn the entire world into ashes....with our friend Aag. And with my friend Paani we can immerse....the entire world with water. 
p974_bolly,Sanam Teri Qasam 2016 Hindi DvDRip x264 AAC 5.1 - Hon3y.txt," My office conducted some routine medical tests for the visa. That's why the doctor called me first, not Saru. I am not proud of myself. I kept looking for Sam all night with the reports. Next day when I met her at the Resort I said sorry. "
p975_bolly,Sanam Teri Qasam 2016 Hindi DvDRip x264 AAC 5.1 - Hon3y.txt," I am not your first choice Neither am I your best choice...You're my only...If you ask again, I'll say yes. I'll stoop really low in my own view. I want to die with pride...Give me your hand. You can't die. Go always grants parents wish for the child. "
p976_bolly,Sanam.Bewafa.(1991).DVDRiP.Xvid.AC3.ESubs.[DDR].txt," Go tell her. I won't part with my heart. Go on! You won't, eh? Never mind, I'll  tell her. Shall I? Very proud of your strength aren't you? How dare you hit my men? How did you dare to seize a home of a widow and set up a liquor-den? I've broken many necks till now. When I break yours, you'll know why! "
p977_bolly,Sanam.Bewafa.(1991).DVDRiP.Xvid.AC3.ESubs.[DDR].txt," Grandma! Rukhsar will be a mother soon. I've heard everything, son. Congratulations to you both. Grandma, don't force us to go back to our houses. We've decided...that now we'll settle somewhere far away, ...where there'll be no adamancy of her father, and my father's pride! We've had a lot of violence, your decision will only incite it more. Then tell us, how will we live in that world so full of hate? "
p978_bolly,Sanam.Bewafa.(1991).DVDRiP.Xvid.AC3.ESubs.[DDR].txt," Believe me, son, please. Go and tell your father that Rukhsar is going to be a mother. He'll puff up with pride, and happily come to us, to take her back. What are you saying? I? I will go to my enemy's door? No, son. Never! The skies may full, the earth may crack...Let alone me, my shoe won't go at Rukshar's place! "
p979_bolly,Sanam.Bewafa.(1991).DVDRiP.Xvid.AC3.ESubs.[DDR].txt," if you wish take my heartbeats. But don't ask me to change my enmity with Fateh, into friendship. This is a question of my pride, and compared to pride, life is nothing! But father... - I've just one enemy in this world. And his name is Fateh Khan, and I wish to see him whine at my door. "
p980_bolly,Sanam.Bewafa.(1991).DVDRiP.Xvid.AC3.ESubs.[DDR].txt," And I want her father to die! Oh God! See what your pride has done. One by one, they all died. Keep planning to humiliate Sher Khan till your last breath. But this aim of yours, will never be fulfilled. "
p981_bolly,Sangam.1964.Hindi.DvDRip.XviD.CD2.MeN-ENG.txt," Till I know who wrote this letter, I will be walking on hot coals When I get to know, I will put a bullet through his heart This toast is not for Sqn Ldr Sunder. His squadron, his wings...the Indian Air Force and the entire nation are proud of his bravery This toast is for the one whose name wasn't in the papers The one who wasn't awarded the gallantry medal "
p982_bolly,Sangam.1964.Hindi.DvDRip.XviD.CD2.MeN-ENG.txt," Radha was the only one who refused to accept it Your love and your loyalty snatched Sunder back from the jaws of death We're proud of women like you Don't drink anymore Why don't you drink too? This is to you, your love and loyalty "
p983_bolly,Sangharsh 1999.txt," And you too, for the sake of humanity... Humanity? Don't talk to me about humanity! I am not proud of being a human being! The world is to burn tomorrow, let it burn today. If you want, I'll provide you with the match sticks! "
p984_bolly,Sangharsh 1999.txt," The police will handle this case in their own way now. You are committing a grave mistake, Sir. He is more worried about his ostentious(false) pride than a kid's life! Ms. Reeth, sit outside until you are called. You and your entire police force can't nab Lajja Shanker...without Professor's help. "
p985_bolly,Sangram (1993).txt," What a gift, Mother? Here, look! Where is your vaunted pride? And that might remind you of your age? Does your father is old? - Yes, I talk about my father. "
p986_bolly,Sangram (1993).txt," Give me your daughter. I just saved the life of your enemy. I am proud to be your enemy. Just as I was proud of our friendship. Saving my life, you proved his humanity. "
p987_bolly,Sangram (1993).txt," I just saved the life of your enemy. I am proud to be your enemy. Just as I was proud of our friendship. Saving my life, you proved his humanity. Forget our enmity and show me and his generosity. "
p988_bolly,Sangram (1993).txt," to show to people! Dad! Not with my head and proudly say, that your daughter did not commit any sin. I loved you. In the eyes of God is not sin. "
p989_bolly,Sangram (1993).txt," I mean for your story, Mr. Thakur. Let Raja learns that his father sacrifice his son because of his false pride. Who Horny forced to be removed Having lit her house? "
p990_bolly,Sangharsh.1999.DVDRip.x264.txt," And you too, for the sake of humanity. . . Humanity? Don't talk to me about humanity! I am not proud of being a human being ! The world is to burn tomorrow, let it burn today. If you want, I'll I provide you with the match stick! "
p991_bolly,Sangharsh.1999.DVDRip.x264.txt," The police will handle this case in their own way now. You are committing a grave mistake, Sir. He is more worried about h is false pride than a kid's life! Ms . Reeth, sit outside until you are called . You and your entire police force can't nab Lajja Shanker. . . "
p992_bolly,Sanjog.1971.DVDRip.By.tamercome.txt," I agree she dances to earn a living, but why show the stomach? But why do you look so lost today? I forgot, a new collector was to come today...How is she? She must be very proud. Was she wearing a diamond or pearl necklace? Was her sari Banarasi or Banglori? "
p993_bolly,Sanju (2018) Hindi 720p WEB-RIP x264 AC3 DD 5.1 - ESUB ~ Ranvijay.txt," I'm stressed, so couldn't control myself. A request...Please focus on your work. Your mother should feel proud when she sees your first film. She may not be able to see your next. Why? "
p994_bolly,Sanju (2018) Hindi 720p WEB-RIP x264 AC3 DD 5.1 - ESUB ~ Ranvijay.txt," Won't you come? Get up, Mom. You gotta see me act. You'll be proud, Mom. Mom. Then one day... I couldn't resist. "
p995_bolly,Sanju (2018) Hindi 720p WEB-RIP x264 AC3 DD 5.1 - ESUB ~ Ranvijay.txt," When I was to marry your mom, a notorious don... Mastan, got livid. Nargis is the pride of the Muslim community. If a Hindu marries her, we'll slaughter him. I called him and said...""Let's meet and talk."" "
p996_bolly,Sanju (2018) Hindi 720p WEB-RIP x264 AC3 DD 5.1 - ESUB ~ Ranvijay.txt," Hey, pal. No fear, I'm here. You lied to me shamelessly for ten years. Now that your father's proud, why'd you fret? That's my dialogue. I'm playing the father. But, Father... I couldn't become a doctor. "
p997_bolly,Sanju (2018) Hindi 720p WEB-RIP x264 AC3 DD 5.1 - ESUB ~ Ranvijay.txt,"Again. You lied to me shamelessly for 10 years. Now that your father's proud, why'd you fret? Once again? Prison time was easier than this."
p998_bolly,Sanju (2018) Hindi 720p WEB-RIP x264 AC3 DD 5.1 - ESUB ~ Ranvijay.txt," I could never say it, but... You're my strength, my solace, my pride. You're my world, Dad. Love you, sonny. Had dad lived another year, "
p999_bolly,Sanjog.txt,My daughter is very well educated. She is well-cultured and intelligent. She will be the pride of your home. That's fine. May we see the girl first? Sure. Sister! Please bring Asha out. 
p1000_bolly,Santa.Banta.Pvt.Ltd.2016.Hindi.DvDRip.x264.AC3.5.1-Hon3y[Exclusive].txt," Let's go. Are you alright, sir? Santa and Banta! Please. You've done well. You've made the country proud. Mention not. - Okay! Please, leave. - Banta, let's go. "
p1001_bolly,Santa.Banta.Pvt.Ltd.2016.Hindi.DvDRip.x264.AC3.5.1-Hon3y[Exclusive].txt," Because, this time, you have a point. You're getting late. Please. I am proud of you, Mr. Santa and Mr. Banta. You have made the country proud. Ms. QT, I have a gift for you. "
p1002_bolly,Santa.Banta.Pvt.Ltd.2016.Hindi.DvDRip.x264.AC3.5.1-Hon3y[Exclusive].txt," You're getting late. Please. I am proud of you, Mr. Santa and Mr. Banta. You have made the country proud. Ms. QT, I have a gift for you. This is the most prized possession of my life. "
p1003_bolly,Santa.Banta.Pvt.Ltd.2016.Hindi.DvDRip.x264.AC3.5.1-Hon3y[Exclusive].txt," Congratulations! - Thanks you. Congratulations to you, too! The country is proud of you. Although you aren't real agents you did very well. So, I want you to be our agents, officially. "
p1004_bolly,Sanyasi.txt," These evil men hatched a conspiracy One is an evil uncle, the other, a wicked brother But the Lord will shatter their pride You reap as you sow Gurudev, what is this I am seeing! "
p1005_bolly,Sapoot.txt," . .family will be in the shadow of death. . It is okay with me. I am Proud of my son's choice. Any girl who I would have brought as a daughter-in-law to this house. . I swear on God, she would not have been nicer than you. "
p1006_bolly,Sapoot.txt," . .a Poor, indePendent, orPhan boy your life Partner. By doing this, you have done your duty of being my daughter. I am Proud of you. I will meet the boy right away. Sister-in-law! Congratulations. "
p1007_bolly,Sapoot.txt,Where has that brave son of Singhania gone? The one who used to finish his enemies in one attack. Because of whom his father would feel Pride. You are not the one. You can't be him. You have no right to call yourself Singhania's son. 
p1008_bolly,Sarkar Raj 2008 720p Hindi HDRip 720p x264 AC3...Hon3y.txt," Long live, Sarkar! Long live, Sarkar! Long live, Sarkar!  The greatest victory of.. ..a father is being defeated by his son!  I am proud that.. ..my son has done far more in a couple of years.. ..than I have done in a lifetime.  Where is Shankar? - I'll go and get him.  Either you play politics or we do business!  "
p1009_bolly,Sarkar Raj 2008 Hindi 720p BRRip CharmeLeon Silver RG.txt,Long live Sarkar! The greatest victory of.....a father is in being defeated by his son. I am proud that.....my son has done far more in a couple of years.....than I have done in a lifetime. Where is Shankar? Either you play politics or we do business! 
p1010_bolly,Satellite-Shankar-2019-Hindi-áTrue-AAC-x264-Web-DL-ESub.txt," At ease. Well done, my boys. You have made not only your battalion but also the armed forces so very proud. -Thank you, sir. How are you, Anwar? How are you doing? - Fine, sir. Sir, the bullet hit me on the rebound. Not much damage. "
p1011_bolly,Satellite-Shankar-2019-Hindi-áTrue-AAC-x264-Web-DL-ESub.txt,"the north, the south, east, west. I grew up all over India. So my country is in my blood since childhood. So proud to have you boys in my battalion. By the way, the doctor recommends 8 days of rest. 8 days? I don't want it."
p1012_bolly,Satellite-Shankar-2019-Hindi-áTrue-AAC-x264-Web-DL-ESub.txt," she sent you her digits. She wants you to speak to her. I won't speak to her. - Okay, don't say that. Her pride is at stake. She is from your aunt's in laws' village. Are you in train? What? No, mom. What are you saying? "
p1013_bolly,Satta 2003.txt," He will surely win. This government is not going to last long. I am proud...that each and every worker of our Party...has exposed this useless government. We have proved that in the guise of serving the public...Kulkarni and his ministers have filled their coffers. I, Vivek Chauhan says, that if he has any shame, he should resign. "
p1014_bolly,Sarphira 1992.txt," Why would he worry? Don't defend him, Kanta! Explain to him! While his brothers have made me proud, he has shamed me. Then daddy.. - Have you ever thought? That you are also a member of this house! "
